s_games,s_games_started,s_minutes_average,minutes_display,s_points_average,s_two_pointers_made_average,s_two_pointers_attempted_average,s_two_pointers_percentage,s_three_pointers_made_average,s_three_pointers_attempted_average,s_three_pointers_percentage,s_free_throws_made_average,s_free_throws_attempted_average,s_free_throws_percentage,s_rebounds_offensive_average,s_rebounds_defensive_average,s_rebounds_total_average,s_assists_average,s_blocks_average,s_blocks_received,s_steals_average,s_turnovers_average,s_fouls_total_average,s_fouls_on_average,s_plus_minus_points,s_efficiency_average,person.person_id,person.external_id,person.first_name,person.family_name,person.photo.sm,person.photo.md,person.photo.lg,person.photo.or,team.external_id,team.team_name,team.logo_black.sm,team.logo_black.md,team.logo_black.lg,team.logo_black.or,team.logo_white.sm,team.logo_white.md,team.logo_white.lg,team.logo_white.or
24,5,19.67,19' 40'',10.63,2.17,3.46,62.65,1.54,4.08,37.76,1.67,2.33,71.43,1.17,2.21,3.38,1.17,0.13,0.25,0.38,0.71,1.08,2.08,4.5,10.46,cf7121d0-505c-11ee-85f7-973bb4adddf0,9603,Collin,Malcolm,https://assets.altrstat.xyz/images/Basketball/Person/9603/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/9603/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/9603/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/9603/photo/or.png,1716,Paris,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1716/logoWhite/or.png
29,29,25.63,25' 38'',10.52,2.79,5.79,48.21,0.76,2.28,33.33,2.66,3.07,86.52,0.86,2.76,3.62,1.41,0.17,0.34,0.55,0.76,2.55,2.55,-0.17,10.59,e74b4f61-2171-11ed-893c-55ea1b218640,8957,Markis,McDuffie,https://assets.altrstat.xyz/images/Basketball/Person/8957/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/8957/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/8957/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/8957/photo/or.png,1707,Dijon,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1707/logoWhite/or.png
30,28,27.23,27' 14'',10.47,2.5,4.7,53.19,1.0,3.2,31.25,2.47,3.57,69.16,1.63,3.7,5.33,2.8,0.93,0.37,1.37,1.67,2.03,2.67,2.3,13.73,728b057f-278e-11ed-b798-936e7657c186,9020,Noah,Penda,https://assets.altrstat.xyz/images/Basketball/Person/9020/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/9020/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/9020/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/9020/photo/or.png,1709,Le Mans,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoWhite/or.png
27,4,23.71,23' 43'',10.44,4.0,6.04,66.26,0.19,0.7,26.32,1.89,2.52,75.0,1.44,3.22,4.67,1.93,0.52,0.44,0.56,1.56,2.85,2.41,4.56,13.37,7e1b1e02-00e9-11ec-bbcf-821f7c8326e5,8334,TaShawn,Thomas,https://assets.altrstat.xyz/images/Basketball/Person/8334/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/8334/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/8334/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/8334/photo/or.png,1709,Le Mans,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoWhite/or.png
29,25,22.47,22' 28'',10.38,4.28,7.24,59.05,0.0,0.0,,1.83,2.34,77.94,3.07,4.28,7.34,0.79,0.79,0.1,0.45,1.55,2.48,2.45,-0.79,14.72,7e154c3e-00e9-11ec-bbcf-821f7c8326e5,8331,Dominik,Olejniczak,https://assets.altrstat.xyz/images/Basketball/Person/8331/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/8331/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/8331/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/8331/photo/or.png,1717,Saint-Quentin,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/or.png
30,18,25.9,25' 54'',10.33,1.2,2.3,52.17,2.13,5.33,40.0,1.53,1.77,86.79,1.3,2.37,3.67,1.43,0.07,0.07,0.9,0.67,2.13,1.93,3.2,11.2,8f622249-4e1f-11ee-ac05-c3b602baa873,9556,David,DiLeo,https://assets.altrstat.xyz/images/Basketball/Person/9556/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/9556/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/9556/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/9556/photo/or.png,1709,Le Mans,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1709/logoWhite/or.png
22,1,19.2,19' 12'',10.27,0.91,1.64,55.56,2.09,5.36,38.98,2.18,2.73,80.0,0.45,1.59,2.05,1.14,0.09,0.09,0.82,0.73,2.55,2.09,7.86,9.09,dd014519-65bf-11ef-8adf-59f89a41a971,10045,Brandon,Paul,https://assets.altrstat.xyz/images/Basketball/Person/10045/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10045/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10045/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10045/photo/or.png,1705,Chalon/Saône,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/or.png
28,24,23.53,23' 32'',10.25,4.25,6.5,65.38,0.07,0.18,40.0,1.54,2.79,55.13,1.82,3.18,5.0,1.57,0.5,0.21,0.71,1.96,2.46,2.39,-0.21,12.46,3963484e-f5c1-11eb-9209-7a548989cd8b,2982,Lionel,Gaudoux,https://assets.altrstat.xyz/images/Basketball/Person/2982/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/2982/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/2982/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/2982/photo/or.png,1705,Chalon/Saône,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/or.png
22,8,17.62,17' 37'',10.23,3.95,5.86,67.44,0.0,0.0,,2.32,3.73,62.2,2.14,3.36,5.5,0.91,0.5,0.27,0.95,1.5,1.68,3.86,5.91,13.27,4ab2c368-f5c1-11eb-a66d-829fa53c4950,3811,Mouhammadou,Jaiteh,https://assets.altrstat.xyz/images/Basketball/Person/3811/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/3811/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/3811/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/3811/photo/or.png,1713,Monaco,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/or.png
19,0,20.8,20' 48'',10.21,1.21,2.32,52.27,2.11,5.47,38.46,1.47,1.63,90.32,0.79,0.95,1.74,3.0,0.0,0.05,0.79,1.63,2.37,3.42,-1.84,9.47,3eded82e-f5c1-11eb-a66d-829fa53c4950,3201,Enzo,Goudou-Sinha,https://assets.altrstat.xyz/images/Basketball/Person/3201/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/3201/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/3201/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/3201/photo/or.png,1717,Saint-Quentin,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1717/logoWhite/or.png
21,7,20.51,20' 31'',10.05,2.29,4.29,53.33,1.33,3.9,34.15,1.48,1.71,86.11,0.19,1.86,2.05,2.48,0.0,0.52,0.52,1.29,1.81,2.24,-3.48,9.0,5030babe-ad8e-11ef-8721-cd446f0507d3,10353,Souley,Boum,https://assets.altrstat.xyz/images/Basketball/Person/10353/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10353/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10353/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10353/photo/or.png,1711,Limoges,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/or.png
21,5,22.96,22' 58'',9.86,2.48,4.9,50.49,0.67,2.95,22.58,2.9,3.33,87.14,0.33,2.0,2.33,4.81,0.43,0.19,0.48,2.05,2.9,3.14,2.05,10.71,771c39e8-f5c1-11eb-84fd-ca416e2dae99,5873,Elie,Okobo,https://assets.altrstat.xyz/images/Basketball/Person/5873/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/5873/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/5873/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/5873/photo/or.png,1713,Monaco,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1713/logoWhite/or.png
28,18,23.91,23' 55'',9.82,2.86,4.29,66.67,0.89,2.54,35.21,1.43,2.25,63.49,1.36,4.93,6.29,2.0,1.0,0.21,1.07,1.96,2.54,1.86,6.5,14.32,0df2eb9a-768d-11ef-b696-e7e62b7b746d,10277,Andre,Roberson,https://assets.altrstat.xyz/images/Basketball/Person/10277/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10277/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10277/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10277/photo/or.png,1712,Lyon-Villeurbanne,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/or.png
28,12,21.16,21' 10'',9.75,2.11,3.93,53.64,0.64,2.14,30.0,3.61,4.54,79.53,0.96,2.89,3.86,0.96,0.46,0.18,0.89,1.14,2.25,3.89,3.32,10.54,26af657f-5097-11ee-a6a9-1fd72416490d,9632,Maksim,Salash,https://assets.altrstat.xyz/images/Basketball/Person/9632/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/9632/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/9632/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/9632/photo/or.png,1704,Bourg-en-Bresse,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/or.png
16,7,22.61,22' 37'',9.44,1.81,4.31,42.03,1.56,4.25,36.76,1.13,1.63,69.23,0.44,1.31,1.75,1.81,0.06,0.56,0.38,1.63,2.69,1.81,-3.75,6.12,6e6d7212-f5c1-11eb-a219-9a556ec2037c,5525,Jamel,Morris,https://assets.altrstat.xyz/images/Basketball/Person/5525/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/5525/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/5525/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/5525/photo/or.png,1705,Chalon/Saône,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1705/logoWhite/or.png
30,18,21.51,21' 31'',9.4,2.3,4.33,53.08,1.17,3.33,35.0,1.3,1.7,76.47,1.53,3.17,4.7,0.93,0.27,0.17,0.77,0.63,1.73,1.4,3.27,10.83,12ef3e16-6441-11ef-b9a2-b9d25f2b66d4,10038,Adrian,Nelson,https://assets.altrstat.xyz/images/Basketball/Person/10038/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10038/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10038/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10038/photo/or.png,1704,Bourg-en-Bresse,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/or.png
27,3,18.75,18' 45'',9.33,1.33,2.52,52.94,1.33,3.44,38.71,2.67,2.81,94.74,0.11,1.33,1.44,4.33,0.04,0.15,0.78,1.93,2.33,2.74,5.22,10.56,2583234e-f5c1-11eb-9209-7a548989cd8b,1915,Nando,De Colo,https://assets.altrstat.xyz/images/Basketball/Person/1915/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/1915/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/1915/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/1915/photo/or.png,1712,Lyon-Villeurbanne,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1712/logoWhite/or.png
27,11,24.95,24' 57'',9.33,0.81,2.04,40.0,2.04,4.7,43.31,1.59,1.96,81.13,0.3,2.59,2.89,2.93,0.07,0.26,0.63,1.96,2.11,2.04,0.33,9.63,4a69935f-612d-11ef-a660-9990760f9d4e,10034,Filip,Kruslin,https://assets.altrstat.xyz/images/Basketball/Person/10034/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10034/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10034/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10034/photo/or.png,1718,Strasbourg,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1718/logoWhite/or.png
28,4,19.98,19' 59'',9.29,1.75,3.75,46.67,0.96,2.57,37.5,2.89,3.54,81.82,0.46,2.18,2.64,3.18,0.04,0.29,0.79,1.61,2.29,3.39,-4.64,10.07,0179b79c-f5c1-11eb-9523-523277e9c17f,401,Milan,Barbitch,https://assets.altrstat.xyz/images/Basketball/Person/401/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/401/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/401/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/401/photo/or.png,1715,Nanterre,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoWhite/or.png
23,22,24.14,24' 08'',9.26,3.17,5.65,56.15,0.57,2.09,27.08,1.22,1.91,63.64,1.7,3.26,4.96,2.65,0.39,0.26,0.65,1.57,3.04,2.26,0.48,11.65,1b2ab362-f5c1-11eb-b076-ba7e97ac04a7,1428,Alexandre,Chassang,https://assets.altrstat.xyz/images/Basketball/Person/1428/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/1428/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/1428/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/1428/photo/or.png,1711,Limoges,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/or.png
26,23,19.35,19' 21'',9.23,4.08,6.19,65.84,0.0,0.04,0.0,1.08,1.73,62.22,2.15,1.85,4.0,1.5,0.23,0.42,1.04,1.35,3.27,1.85,-0.15,11.85,5211b644-6931-11ef-82e5-a72f4d56a4c7,10066,Roko,Prkacin,https://assets.altrstat.xyz/images/Basketball/Person/10066/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10066/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10066/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10066/photo/or.png,1715,Nanterre,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1715/logoWhite/or.png
30,23,21.41,21' 25'',9.2,2.7,4.57,59.12,0.8,1.93,41.38,1.4,1.73,80.77,1.43,3.43,4.87,3.57,0.1,0.27,1.27,2.07,2.47,1.87,5.07,13.6,d4ff173b-4d4b-11ee-a645-392561352599,9531,Joël,Ayayi,https://assets.altrstat.xyz/images/Basketball/Person/9531/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/9531/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/9531/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/9531/photo/or.png,1704,Bourg-en-Bresse,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1704/logoWhite/or.png
30,8,20.34,20' 20'',9.13,2.33,4.23,55.12,0.83,2.73,30.49,1.97,3.37,58.42,1.83,4.43,6.27,1.83,1.03,0.17,0.67,1.57,2.23,2.7,-5.17,12.17,d37836d0-5ed5-11ef-b85c-1b24c44600a8,10019,Mohamed,Diarra,https://assets.altrstat.xyz/images/Basketball/Person/10019/photo/sm.png,https://assets.altrstat.xyz/images/Basketball/Person/10019/photo/md.png,https://assets.altrstat.xyz/images/Basketball/Person/10019/photo/lg.png,https://assets.altrstat.xyz/images/Basketball/Person/10019/photo/or.png,1711,Limoges,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoBlack/or.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/sm.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/md.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/lg.png,https://assets.altrstat.xyz/images/Basketball/Team/1711/logoWhite/or.png
